物件,價位/坪,總價,房間,位置
專任-上美崙附小學區超優質三房華廈,20.7,,3房2廳2衛,花蓮市
吉安慶修院面寬平房,25.54,,2房2廳1衛,吉安鄉
🍎永慶富國🍎站前大地坪電梯雙拼別墅,29.96,,9房2廳10衛,花蓮市
吉安分局旁一層一戶三房原屋公寓A020,14.03,,3房2廳1衛,吉安鄉
永慶黃兆君~近瑞穗車站溫泉區大地坪透天,22.98,,6房3廳5衛,瑞穗鄉
專任★吉安仁里一樓華廈【附車位】,20.57,,3房2廳2衛,吉安鄉
花蓮市中心4.6% 3套房收益投報宅,18.26,,3房3衛,花蓮市
~獨家 北埔面寬型別墅,24.24,,4房2廳5衛,新城鄉
專任花蓮鳳林大地坪別墅-宏宇,11.04,,7房3廳4衛,鳳林鎮
有巢育菁[直降800萬！全新吉安農舍],39.17,,5房3廳6衛,吉安鄉
專任~黃昏市場商圈漂亮別墅B0079,24.34,,4房3廳3衛,吉安鄉
近北埔車站 \大地坪面寬12米/ 別墅,42.12,,4房3廳4衛,新城鄉
市中心美景三房車位,19.51,,3房2廳2衛,花蓮市
精選超美景觀溪畔海景3房平車華,21.53,,3房2廳2衛,花蓮市
有孝親房美裝璜整修別墅~1098萬,31.15,,4房2廳4衛,吉安鄉
碧雲莊低總價八套房收租透天,26.13,,8房8衛,花蓮市
花蓮站前全新完工華廈附平面車位-已售出,31.47,,2房2廳1衛,花蓮市
永慶戴淑萍專任面公園｜邊間花園別墅,18.71,,4房3廳4衛,吉安鄉
市區九年學區輕屋齡別墅B290,32.33,,4房2廳5衛,花蓮市
急售屋主調職面寬雙車庫大豪宅別墅,29.51,,4房2廳4衛,吉安鄉
獨家日式大農舍-宏宇,30.27,,14房3廳14衛,壽豐鄉
🍁看好房買好屋🍁東里田園風景別墅🍁,22.66,,4房3廳5衛,吉安鄉
市區國風學區2房收租自用皆宜華廈B101,23.7,,2房1廳1衛,花蓮市
花蓮吉安全新獨棟大地坪電梯別墅,24.25,,6房2廳7衛,吉安鄉
花蓮後站公園旁寬敞2房邊間華廈D382,19.05,,2房1廳2衛,花蓮市
專售~美崙超低總價三房健康厝 A021,14.39,,3房2廳2衛,花蓮市
獨家專售北昌別墅,38.84,,4房3廳2衛,吉安鄉
21大聯林緁依《專售》北埔美透天,26.66,,3房3廳3衛,新城鄉
瑞穗好山好水合法農舍/現為經營合法民宿,38.01,,6房1廳7衛,瑞穗鄉
有巢育菁[低總價漂亮看海3房×市心高樓],20.63,,3房2廳2衛,花蓮市
只有一戶，花蓮北埔4套房別墅,24.01,,4房2廳5衛,新城鄉
志學大建地別墅B289,20.92,,5房2廳3衛,壽豐鄉
03227專售~花蓮市復古小平房透天厝,53.83,,開放式格局,花蓮市
美崙整層樓大坪數華廈,18.9,,3房2廳3衛,花蓮市
花蓮市香榭大道旁京品三房，管理優質,35.69,,3房1廳2衛,花蓮市
🍎北昌大地坪孝親別墅～賣屋四寶媽上慧,24.31,,4房2廳3衛,吉安鄉
【台灣大為推薦】上美崙附小學區車位三房,17.35,,3房2廳2衛,花蓮市
近慈濟區後站優質花園有戲水池農舍,44.89,,5房2廳6衛,花蓮市
住商仁愛光復店~花蓮日出香榭渡假宅,35.86,,4房2廳2衛,花蓮市
專任近後站機能佳｜3房電梯美華廈,20.08,,3房2廳2衛,花蓮市
市區全新二房/雙陽台/雙衛浴+平面車位,27.09,,2房1廳2衛,花蓮市
降🌈後站近中琉公園設計師美宅~悠活雅文,42.59,,5房2廳4衛,花蓮市
近太平洋公園大地坪別墅,23.24,,4房3廳3衛,吉安鄉
全民稀有一樓四房華廈 B007,15.52,,4房1廳2衛,吉安鄉
21大聯林緁依《專售》明義國風學區透天,25.1,,3房3廳2衛,花蓮市
站前大客廳寬敞3+1房華廈B039,19,,4房2廳2衛,花蓮市
💁‍♀️近黃昏市場3房機能華廈,24.57,,3房2廳2衛,吉安鄉
市區景觀溫馨三房華廈,22.04,,3房2廳2衛,花蓮市
吉安黃昏市場大坪數活巷車庫別墅D009,19.18,,5房2廳3衛,吉安鄉
花蓮市站前二套房可輕煮溫馨美華廈,23.53,,2房1廳2衛,花蓮市
球崙二路精緻別墅/屋主自售,21.17,,4房3廳4衛,花蓮市
杜編織美~市區高樓層景觀邊間優質華廈,24.45,,2房1廳2衛,花蓮市
林宏緯專任-正台九線190米超級面寬農舍,41.45,,1房,光復鄉
站前美美背包客民宿風格別墅,31.82,,5房2廳5衛,花蓮市
全新國稅局旁~華廈有車位,27.89,,2房1廳2衛,花蓮市
吉安鄉別墅*東大門*雙車庫,23.58,,4房2廳3衛,吉安鄉
獨家-花蓮火車站10套房-出售中UA73,22.38,,10房10衛,花蓮市
站前有陽台採光通風套房,22.97,,1房1衛,花蓮市
🍎北昌可烹套房.屋況讚.賣屋四寶媽上慧,29.45,,1房1衛,吉安鄉
專任～吉安知卡宣低總價原屋況透天C017,16.79,,開放式格局,吉安鄉
❣市區2+1機能華廈❣,21.27,,3房2廳2衛,花蓮市
吉安北昌大地坪宅有車庫花園孝親房,24.51,,4房2廳3衛,花蓮市
專賣🌳碧雲莊慈濟園區一手屋屋況佳美別墅,18.74,,4房2廳3衛,花蓮市
吉安2+1房華廈,19.4,,3房2廳2衛,吉安鄉
知卡宣雙併大地坪工業宅,30.86,,3房3廳4衛,吉安鄉
🍎慈濟高投報四套房好租！賣屋四寶媽上慧,18.4,,4房4衛,吉安鄉
林宏緯農舍-太昌精華地段電梯豪宅,56.65,,8房2廳9衛,吉安鄉
杜編織美~花蓮市南京街飯店管理高檔華廈,36.1,,3房1廳2衛,花蓮市
🍎全新整理溫馨兩房～賣屋四寶媽上慧,24.9,,2房2廳1衛,吉安鄉
北埔嘉里全新預售居家別墅,24.01,,4房2廳5衛,新城鄉
永慶徐美珠專售~東華大學台九線上超值店住,13.95,,3房2廳2衛,壽豐鄉
獨家專售~中華國小機能美大套房,21.3,,1房1廳1衛,花蓮市
03163 吉安鄉雙併別墅*雙車庫,35.76,,3房2廳2衛,吉安鄉
河畔景觀華廈(平面車位),21.53,,3房2廳2衛,花蓮市
有巢育菁[麥當勞政大書局]建築師名人加持,18.48,,4房2廳2衛,花蓮市
楓林步道旁，福興車庫別墅,21.21,,4房2廳3衛,吉安鄉
03163 吉安鄉雙併別墅*雙車庫,35.76,,3房2廳2衛,吉安鄉
03242 國風學區6前院院可停車透天,27.34,,6房2廳3衛,花蓮市
21世紀小湯吉安大地坪舒心別墅,21.02,,4房2廳2衛,吉安鄉
有巢育菁[近慈濟大學×全新x 4套房],30.36,,4房2廳5衛,吉安鄉
七腳川溪旁面寬雙併別墅-一手屋校長的家,25.16,,4房2廳4衛,吉安鄉
吉安百坪大戶電梯豪宅-宏宇,29.03,,5房2廳6衛,吉安鄉
專任★吉安太昌邊間別墅【3年屋】,32.31,,4房2廳3衛,吉安鄉
南華田園景觀農舍~有巢泉盛,31.32,,4房2廳3衛,吉安鄉
市區絕美靜巷庭院童話老宅,197.11,,3房2廳2衛,花蓮市
花蓮慈濟後站2+1房全新美華廈UD505,23.41,,3房2廳1衛,花蓮市
永慶徐美珠~新城全新海景9套房電梯農舍,25.63,,9房2廳10衛,新城鄉
台灣郁淇🏆市區絕美三房車位華廈,21,,3房2廳2衛,花蓮市
吉安南埔庭園大地坪別墅,30.3,,4房2廳2衛,吉安鄉
03168吉安別墅*孝親*千坪公園,30.58,,4房2廳3衛,吉安鄉
03365吉安超值三房電梯華廈,18.24,,3房2廳1衛,吉安鄉
03365 吉安車站三房電梯華廈,18.24,,3房2廳1衛,吉安鄉
吉安全新整理雙套房華店 B114,22.86,,3房1廳3衛,吉安鄉
🍁看好房買好屋🍁剛好大地電梯別墅🍁,24.25,,6房2廳7衛,吉安鄉
永慶徐美珠專售~建國路大地坪聚財巷工業宅,19.67,,4房3廳3衛,吉安鄉
北昌機能三樓公寓,24.03,,3房2廳1衛,花蓮市
專任～北埔火車站商圈黃金大店面E006,42.22,,6房3廳3衛,新城鄉
市區京品飯店式管理3房華廈D380,35.67,,3房2廳2衛,花蓮市
北興路🍉吳訓漩✅美崙邊間12套高投報,20.29,,12房1廳12衛,花蓮市
03167吉安車庫庭園別墅,29.79,,31房2廳4衛,吉安鄉
台灣郁淇🏆市區景觀海景車位三房華廈,21.8,,3房2廳2衛,花蓮市
吉安永興田園農舍~有巢泉盛,30.35,,5房2廳6衛,吉安鄉
市區精華3房美華廈,22.32,,3房2廳2衛,花蓮市
花蓮市明星學區華廈,35.67,,3房1廳2衛,花蓮市
此生一定要有間農舍，過著低調的生活,44.89,,5房2廳6衛,花蓮市
吉安近市場機能優低調奢華別墅,36.02,,4房2廳4衛,吉安鄉
前站國盛四街電梯原木大套房-專簽B108,18.2,,1房1廳1衛,花蓮市
專任！美崙全新預售兩房雙陽台華廈,23.5,,2房2廳1衛,花蓮市
🏡太昌面寬8年別墅,25.51,,5房2廳6衛,吉安鄉
北昌典雅明亮三房華廈,23.41,,3房2廳1衛,花蓮市
東大門社區型溫馨庭園別墅,18.36,,5房1廳3衛,花蓮市
花蓮市電梯別雙車位*全套房*美崙區,29.09,,5房2廳6衛,花蓮市
花蓮站前影城旁全新裝潢1+1房高樓層美,25.32,,2房1廳1衛,花蓮市
💐花蓮壽豐鯉魚潭邊湖居度假別墅💐,61.67,,8房2廳10衛,壽豐鄉
03357專任⭐️北昌學區三房公寓⭐️,16.59,,3房2廳2衛,吉安鄉
有平面車位！市區正三房山海景！原屋況優,19.5,,3房2廳2衛,花蓮市
 後站 中琉公園別墅,27.57,,4房3廳3衛,花蓮市
🍎永慶富國🍎吉安中原路上收租型店住,21.32,,6房1廳7衛,吉安鄉
美崙大3房採光預售華廈（車位可另購,26.01,,3房2廳2衛,花蓮市
03367吉安低總價公寓,14.02,,3房1廳1衛,吉安鄉
南埔極美小花埔別墅,31.14,,4房2廳4衛,吉安鄉
黃昏市場八米活路大坪數別墅,19.18,,5房2廳3衛,吉安鄉
專任~黃昏市場商圈漂亮別墅,24.35,,4房3廳3衛,吉安鄉
忠義🍉吳訓漩✅美崙看海大四房超優美廈,16,,4房2廳3衛,花蓮市
花蓮中央路金店面臨路30米UA201,22.64,,5房3廳3衛,花蓮市
市區花商全新兩房有平面車位,28,,2房1廳2衛,花蓮市
七星潭海景24套房民宿D012,51.65,,24房24衛,新城鄉
03160宜昌大前庭獨棟豪宅,29.03,,5房2廳6衛,吉安鄉
🎀吉安火車站｜溫馨質感｜華廈🎀,20.71,,3房2廳1衛,吉安鄉
吉安山景漂亮面寬全新別墅B257,25.99,,4房2廳4衛,吉安鄉
市區國風學區景觀車位電梯大樓,19.51,,3房2廳2衛,花蓮市
站前好便利套房(科林頓)D388,22.97,,1房1廳1衛,花蓮市
專售~後站機能生活 精緻2房 B113,23.12,,2房1廳1衛,花蓮市
03283美崙雙公園、好停車3房華廈,15.92,,3房2廳2衛,花蓮市
03344看山看海五分鐘車程-全新華廈,27.88,,2房1廳2衛,花蓮市
吉安稻香大地坪合法農舍適合工廠物流使,59.81,,3房2廳1衛,吉安鄉
獨家專售~仁里生活商圈幸福真愛美三房,17.78,,3房2廳2衛,吉安鄉
後站三年屋新大套房,28.45,,1房1衛,花蓮市
03209新城日出海景農舍,5.58,,5房2廳5衛,新城鄉
商校商圈增值之優質公寓,18.46,,4房2廳2衛,花蓮市
※專售仁里優質美華廈~有車位~裝潢美※,21.04,,3房2廳2衛,吉安鄉
※吉安前庭後院獨棟百坪屋齡新電梯大別墅※,29.03,,5房3廳6衛,吉安鄉
住商悠活精選-永興全新別墅,24.77,,4房2廳54衛,吉安鄉
專任-美崙小樓中樓,18.07,,1房2廳1衛,花蓮市
03279美崙華廈高樓層看海套房稀有出售,30.19,,1房1衛,花蓮市
宅在東台灣-近新城國小/老街原屋況透天,15.69,,4房2廳2衛,新城鄉
有巢阿昌小孜女🔮獨家南京街大坪數健康宅,12.65,,3房2廳2衛,花蓮市
"獨家~建商保留戶,民宿級別墅",23.5,,4房2廳5衛,吉安鄉
花東縱谷山景千坪小農舍-宏宇,32.31,,1房2廳2衛,壽豐鄉
太昌雙車庫社區別墅B305,17.01,,4房2廳3衛,花蓮市
03135近慈濟五套房別墅,22.11,,5房2廳5衛,花蓮市
太昌面寬優質雙車庫別墅D065,25.51,,5房2廳6衛,吉安鄉
後站4房精美車庫別墅,48.94,,5房2廳4衛,花蓮市
花蓮國聯優質套房,22.97,,1房1廳1衛,花蓮市
慈濟園區低價碧雲莊大別墅,22.29,,4房3廳2衛,花蓮市
北昌地點優大坪數華廈,16.45,,3房2廳1衛,花蓮市
有巢育菁[慈濟大學*北昌國小]獨棟面寬!,46.23,,5房2廳3衛,花蓮市
宅在東台灣-吉安太昌雙併電梯五套房美別墅,24.14,,5房2廳6衛,吉安鄉
家樂福雙車庫大地坪品味新別墅B266,27.91,,3房2廳4衛,新城鄉
市區三面採光低公設四房華廈,16.09,,4房2廳2衛,花蓮市
東海地坪40大別墅四房朝南~980萬,20,,4房2廳3衛,吉安鄉
民治路🍉吳訓漩✅5年北昌超讚電梯別墅,31,,4房2廳5衛,吉安鄉
【售 - 花蓮吉安車站前全新整理華廈】,20.71,,3房2廳1衛,吉安鄉
美崙大3房採光預售華廈（車位可另購  ),26.01,,3房2廳2衛,花蓮市
美崙大3房採光預售華廈（車位可另購  ),26.01,,3房2廳2衛,花蓮市
有巢育菁[德安商圈×七腳川×前庭植栽],30.33,,5房2廳3衛,吉安鄉
03132遠百商圈邊間獨棟電梯別墅,42.09,,5房2廳6衛,花蓮市
專任~仁里近市區店住,17.07,,5房2廳2衛,吉安鄉
降價促銷壽豐平和假山魚池山景農舍,54.89,,4房3廳5衛,壽豐鄉
站前低總價超值別墅,21.16,,4房2廳3衛,花蓮市
有巢育菁[國風旁×3年屋新x 面公園],32.37,,4房2廳3衛,花蓮市
市區高品質大樓3房.賣屋四寶媽上慧,36.3,,3房2廳1衛,花蓮市
獨家專售太平洋喚醒的和式海景庭院宅邸,51.15,,5房2廳6衛,秀林鄉
富裕七街🍉吳訓漩✅花蓮後站超綻兩房,28.64,,2房1廳1衛,花蓮市
03275花蓮市美崙小家庭首選華廈,22.53,,2房1廳1衛,花蓮市
花蓮光復太巴朗旁社區邊間採光透天,9.86,,3房2廳2衛,光復鄉
03282上美崙三房三衛浴雙陽台三樓公寓,22.98,,3房2廳3衛,花蓮市
🏆台灣郁淇推薦#正市區全新2房車位華廈,26.83,,2房2廳2衛,花蓮市
站前套房～有陽台,24.49,,1房1廳1衛,花蓮市
海景車位絕美大套房,23,,1房1廳1衛,花蓮市
花蓮近家樂福漂亮有孝親可停車透天,36.99,,3房2廳3衛,新城鄉
03128 東大門古早味超級大別墅,54.5,,2房2廳2衛,花蓮市
七腳川溪畔近重慶市場公園5套房別墅,28.24,,5房2廳6衛,花蓮市
花蓮吉安麥當勞商圈華廈,24.47,,3房2廳2衛,吉安鄉
有巢育菁[低總價3房x政大花商×新整理],20.78,,3房1廳2衛,花蓮市
03240碧雲莊全新裝潢雅緻溫馨宅,30,,2房3廳3衛,花蓮市
專任中山商辦大樓,22.42,,1房1廳1衛,花蓮市
專任-好停車孝親大格局別墅,17.41,,5房3廳4衛,新城鄉
花蓮市蛋黃區邊間美透天,41.82,,4房2廳4衛,花蓮市
🍎永慶富國🍎近市八市場收益高店住,28.23,,10房1廳6衛,花蓮市
03207福昌夢想家園養生休閒農舍,47.68,,5房3廳5衛,吉安鄉
吉安甜蜜超美1-2樓3房華廈-家有建國,22.89,,3房2廳3衛,吉安鄉
03355吉安甜蜜2房華廈,24.9,,2房2廳1衛,吉安鄉
市區商校全新二房雙陽台雙衛+平面車位,27.09,,2房1廳2衛,花蓮市
市區商校全新二房雙陽台雙衛+平面車位,27.09,,2房1廳2衛,花蓮市
太昌路透天店住2用好停車,41,,3房1廳2衛,吉安鄉
獨家南京街大坪數健康宅,12.66,,3房2廳2衛,花蓮市
美崙錯過華廈價格買透天就沒了,34.64,,3房2廳2衛,花蓮市
專任-明心街三房華廈,18.57,,3房2廳2衛,花蓮市
03234市區巷內透天,26.56,,3房1廳4衛,花蓮市
🍎吉安寬敞三房公寓.賣屋四寶媽上慧,14.02,,3房2廳1衛,吉安鄉
花蓮邊間有後花園孝親別墅,31.15,,4房2廳4衛,吉安鄉
推薦~美崙舒適三房華廈找陳玉如,19.17,,3房2廳2衛,花蓮市
壽豐近火車站200大地坪2樓透天生活機能,29.7,,3房2廳2衛,壽豐鄉
03338花蓮市溪畔第一排有海景車位美廈,21,,3房2廳3衛,花蓮市
03331林森路ㄧ層一戶華廈,25.31,,3房2廳2衛,花蓮市
專任稀有花蓮美崙一樓三房有車位UD574,15.81,,3房2廳2衛,花蓮市
面寬八米7房大別墅地55坪..1180萬,19.67,,7房2廳4衛,吉安鄉
已收定~有車位低公設縣府宅,14.4,,3房2廳2衛,花蓮市
歐洲南法鄉村風836大地坪農舍,61,,5房2廳6衛,吉安鄉
甜蜜蜜生活故事華廈三年屋 (2房 ),26.17,,2房1廳1衛,花蓮市
花蓮市七腳川溪畔海景3房華廈,21.53,,3房2廳2衛,花蓮市
台九線上南華麵旁大地坪邊間店面,21.97,,1房2廳2衛,吉安鄉
吉安類透天漂亮華廈,22.86,,3房1廳3衛,吉安鄉
超值吉安屋齡新六房車位透天別墅B298,25.45,,6房2廳6衛,吉安鄉
花蓮市佐倉觀日滿天星空高檔農舍,74.67,,7房3廳9衛,花蓮市
售出～中正國風明星學區可愛復古透天,29.18,,3房2廳2衛,花蓮市
近精舍鄉根RC原味別墅,15.37,,開放式格局,新城鄉
站前全新整理小資套房(專任)B044,28.87,,1房1衛,花蓮市
站前熱鬧商圈一卡皮箱兩房華厦,26.17,,2房2廳1衛,花蓮市
花蓮吉安火車站旁獨棟有庭院 電梯別墅,29.05,,5房3廳6衛,吉安鄉
七面大面寬六米路邊間需整理大別墅,19.62,,7房2廳4衛,吉安鄉
吉安近學區機能優超美低總價三房華廈,24.47,,3房2廳2衛,吉安鄉
🍎永慶富國🍎美崙晶華凱悅精緻裝潢四房,26.08,,4房2廳3衛,花蓮市
站前全新整理小資套房(專任)B044,28.87,,1房1衛,花蓮市
站前熱鬧商圈一卡皮箱兩房華厦,26.17,,2房2廳1衛,花蓮市
花蓮吉安火車站旁獨棟有庭院 電梯別墅,29.05,,5房3廳6衛,吉安鄉
花蓮-吉安車站五年新店面4套房UA311,31.49,,4房2廳5衛,吉安鄉
(售出)🌈吉安輕齡四套房別墅,22.84,,4房3廳5衛,吉安鄉
有巢育菁[福建街×中原路×清水模],32.85,,4房2廳5衛,花蓮市
🍎後站設計師美宅.五房.賣屋四寶媽上慧,42.93,,5房2廳4衛,花蓮市
專任-花蓮慶豐商圈原屋況別墅UB389,25.69,,6房2廳2衛,吉安鄉
繪民推薦~帝寶凱悅高樓層大樓,25.3,,3房3廳2衛,花蓮市
永興低價邊間新別墅,25.63,,4房2廳5衛,吉安鄉
花蓮市區環景三房,32.29,,3房2廳2衛,花蓮市
03175吉安獨棟田園風光別墅,29.67,,5房3廳4衛,吉安鄉
莊敬路🍉吳訓漩✅慈濟北昌四大房平面車位,18.4,,4房4衛,花蓮市
03158黃昏市場旁電梯別墅,26.06,,4房3廳5衛,吉安鄉
難得類農舍大別墅,24.75,,5房2廳3衛,吉安鄉
壽豐大地坪~鄉村平房,29.91,,3房1廳2衛,壽豐鄉
#志學新邨面公園第一排4房,10.12,,4房2廳2衛,壽豐鄉
美式風格~優質精品農舍,36.62,,3房2廳4衛,吉安鄉
美崙面寬店住透天~有巢泉盛,31.17,,4房2廳2衛,花蓮市
一層一戶低管理費三房,20.71,,3房2廳1衛,吉安鄉
近東里~原保地~優美平房,4.03,,4房2廳2衛,富里鄉
專任-美崙議會🈶️車位3房2衛華廈,15.55,,3房2廳2衛,花蓮市
有巢育菁[民孝國宅x美崙3房×全新整理],15.92,,3房2廳2衛,花蓮市
吉安農舍*近北昌慈濟大學*電*電梯全套房,45.69,,8房2廳9衛,吉安鄉
太昌路🍉吳訓漩✅雙併電梯五套房美別墅,24.02,,5房2廳6衛,吉安鄉
豐村🍉吳訓漩✅慈濟後站全新四套美墅,28.83,,4房2廳5衛,花蓮市
壽豐景觀七房別墅,19.99,,7房2廳8衛,壽豐鄉
花蓮遠百旁，電梯民宿，高投報屋齡新,28.59,,15房2廳17衛,花蓮市
市區南京街全新裝潢精緻小透天 ,32.87,,3房1廳3衛,花蓮市
有巢育菁～尋著窗花，找尋曾經的1970～,20.68,,4房2廳2衛,花蓮市
有巢育菁～尋著窗花，找尋曾經的1970～,20.68,,4房2廳2衛,花蓮市
🍎永慶富國🍎太昌低總價全新整理美透天,40.98,,3房2廳2衛,吉安鄉
03+002全新整理別墅,25.9,,3房2廳3衛,新城鄉
獨！海景房子好漂亮，但屋主真的不是投資客,24.65,,3房2廳2衛,花蓮市
03347🔥德安微海景美三房華廈🔥,20.64,,3房2廳2衛,花蓮市
03366💗東昌歐風車位美廈💗,19.79,,3房2廳2衛,吉安鄉
李安迪推薦吉安宜昌百坪大戶電梯豪宅,29.05,,5房2廳6衛,吉安鄉
03266工業風的鄉根透天,23.22,,3房2廳2衛,新城鄉
*專任* 吉安~荔鑫莊園二期~預售華廈,25.32,,3房2廳2衛,吉安鄉
李安迪推薦-福建街角間稀有店住,32.93,,4房2廳5衛,花蓮市
🍎永慶富國🍎後站輕屋齡有陽台稀有別墅,27.56,,4房2廳3衛,花蓮市
專任獨賣❤️上美崙經典三房電梯華廈❤️,17.95,,3房2廳2衛,花蓮市
03346德安超級學區孝親好停車三房,21.71,,3房2廳2衛,花蓮市
上美崙~松甫居雙車位庭院別墅,32.96,,5房3廳4衛,花蓮市
商校旁市中心高樓景觀2+1房帶裝潢喔,20.78,,2房2廳2衛,花蓮市
吉安近黃昏市場3房,18.24,,3房2廳1衛,吉安鄉
市中心商校庭園雙併別墅,40.56,,4房2廳2衛,花蓮市
專任花蓮鳳林市區大地坪別墅,12.46,,4房1廳3衛,鳳林鎮
"南海透天-離市區近生活機能佳,附近有統冠",24.26,,4房2廳2衛,吉安鄉
家樂福邊間透天~有巢泉盛,26.14,,7房2廳3衛,新城鄉
(專任)美崙高樓層海景豪邸,36.38,,2房2廳2衛,花蓮市
繪民推薦~美崙全新完工採光明亮華廈,25.32,,2房1廳1衛,花蓮市
